,*g_LK,*g_h,*ALN*tauA,*ALN*b,*ALN*EXC*noise*mu,*ALN*INH*noise*mu,*ALNNode*noise*sigma,*TCR*noise*sigma,thal_aln,aln_thal,score,id,gen,f0,f1,f2
4759,0.027331818937471,0.0641925466980695,1979.1199743947325,5.936135516696568,0.7438720398139862,0.7195378916305712,0.0187787172039027,0.0083185416224071,0.0293297216661526,4.86373726525054,-0.2380570432549434,5072,6,0.9756638978200244,8.0,0.4491751379242728
4847,0.0329729257808145,0.06395481510719,1050.9061325701414,2.43154830449378,0.6824622263076026,0.8575284657372872,0.1066594800087667,0.0241569479165544,0.0379675966004989,0.4307902948729744,-0.2380347699340099,5160,6,0.9594258307247888,8.0,0.3676507026340938
4909,0.0297638417851155,0.063520259864831,1049.9757294803787,2.43154830449378,0.6796827862293682,0.854906647400463,0.134349377053269,0.0210782344607772,0.0379675966004989,3.223648067684823,-0.2275561729899491,5223,7,0.9545915512427172,8.0,0.1863003510628225
4974,0.032203955529313,0.0680276841281986,1873.429964560789,9.15253336251934,0.7630328858764478,1.0435764884082979,0.2149670689647682,0.0136472514701785,0.0013742069039649,0.1851309348536168,-0.2274933494421538,5288,7,0.9510876199924752,8.0,0.1678383415946833
5118,0.0302597005735269,0.061836709114161,1299.462042488589,2.930468923976168,0.7523491737993793,0.9956813880565752,0.2640752640701744,0.0021151906604294,0.0027927775122478,4.083763188151362,-0.21373096720352,5432,7,0.9726922147292104,8.0,0.0694255816988516
5133,0.0330409347178103,0.0667491448556856,1898.765971749855,3.39101935853458,0.7342873738970844,0.9269058747889198,0.2131530702020157,0.0174086516221196,0.0049841542967366,4.696505200579935,-0.2371035942605098,5447,7,0.9841874393690182,8.0,0.4774911107527377
5155,0.0293236032027506,0.0619783405059883,1448.2970338205523,2.930209747475666,0.7363916491006408,0.9956813880565752,0.2689122318026417,0.0237931489750686,2.2421016414406192e-05,1.438050713275533,-0.2207349511215295,5469,7,0.9607757274819568,8.0,0.1149029042327276
5215,0.0364098652635943,0.066586417585254,1486.584364804661,4.5101196375686365,0.673194265506204,0.8015081431715169,0.210291750437585,0.0036665179757325,0.0253069851466728,1.7321504922105582,-0.2262915231810432,5529,7,0.9750507559828364,8.0,0.2696266276298309
5394,0.0270593675256268,0.0608120108425191,1757.6640042200763,1.396942681290134,0.7137586774684711,0.8026079530385324,0.1494848311209121,0.0009595250305785,0.0778632737947541,3.699753003242339,-0.2226744370538813,5708,7,0.9573793840305614,8.0,0.1270134759610277
5453,0.0266771215894733,0.0670363040112512,1979.2119834644027,2.9094473796517093,1.027896318930268,0.8972803977601608,0.131808556734241,0.0047350885279482,0.0221844998727335,3.746126592369515,-0.0649838455352535,5767,7,0.9556363657690052,5.0,0.7529395118738291
5455,0.027617796212496,0.0623618347663238,1979.1199743947325,5.936135516696568,0.748690241628745,0.7865702736172472,0.0187787172039027,0.0083185416224071,0.0293297216661526,4.158545488747941,-0.2363729059426938,5769,7,0.961318325929582,8.0,0.3521852187883167
5476,0.0310396869842847,0.0627486485080881,1793.163592605834,2.9474467638680286,0.632976592312577,0.8340582439502896,0.1384446293081976,0.0065233750001857,0.0340453420114304,4.642007570458089,-0.2140638154699966,5790,7,0.9799482302322086,8.0,0.1106983832109915
5493,0.0322332073755985,0.0683659034957738,1898.0475390681927,5.107286011223193,0.7342873738970844,0.6967747105681212,0.2273646344119147,0.0161680483281616,0.0031816983860126,1.9892753531581897,-0.2028511722625714,5805,8,0.9920133023131726,8.0,0.002834095504435
5559,0.0320069116839566,0.0693746191339084,1624.726235845148,2.9474467638680286,0.6477000910466744,0.817436366360495,0.2636832585300325,0.0059187195721624,0.0273601732143876,4.588414045035881,-0.2126044771389173,5871,8,0.9673601333358136,8.0,0.0258678237628267
5678,0.0293236032027506,0.0611381633916432,1448.2970338205523,2.930209747475666,0.7342176163266865,1.0001391219918654,0.2689122318026417,0.0013368321160059,7.274325063075238e-06,1.7790861843863095,-0.2402410360628361,5990,8,0.9590700050129134,8.0,0.3989655660071087
5692,0.0274908639700599,0.0697415429833372,1764.4025722364947,1.219426947596706,0.7044290573579627,0.6636975775381305,0.1581336265579803,0.0003023591836395,0.0650577600282314,3.4153933831206693,-0.2478080340763339,6004,8,0.9619266806992935,8.0,0.5267539146414775
5829,0.0366821631911815,0.0669484621381234,1943.4823951301769,2.9425200250524943,0.7029485639468597,0.821958426996001,0.2719088060315541,0.0063539840229427,0.0143208475814636,4.348081445277759,-0.2195167579956688,6141,8,0.9804019668810188,8.0,0.1947612043401263
